,Name,Year,Age,Team,League,Position,Games Played,TotalMin,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blank,OWS,DWS,WS,WS/48,blank,OBPM,DBPM,BPM,VORP
750,Mardy Collins,2006-07,22,NYK,NBA,SF,52,777,9.2,.445,.206,.360,4.3,11.5,8.0,17.4,2.2,0.3,17.8,18.8,,-0.6,0.6,0.0,.002,,-3.1,-0.5,-3.7,-0.3
751,Sherron Collins,2010-11,23,CHA,NBA,PG,20,66,3.6,.334,.400,.040,0.0,9.2,4.6,19.6,1.6,0.0,13.6,20.9,,-0.2,0.0,-0.2,-0.121,,-6.9,-3.3,-10.2,-0.1
752,Zach Collins,2017-18,20,POR,NBA,C,46,700,7.3,.457,.361,.147,4.8,19.0,12.0,7.1,1.0,2.5,15.0,15.1,,-0.5,0.9,0.4,.027,,-4.4,1.1,-3.2,-0.2
753,Kyle Collinsworth,2017-18,26,DAL,NBA,SF,17,202,9.4,.495,.162,.459,4.9,17.8,11.1,12.8,2.2,0.9,18.4,12.3,,0.0,0.2,0.2,.051,,-4.1,1.8,-2.3,0.0
754,Darren Collison,2009-10,22,NOH,NBA,PG,76,2109,16.5,.546,.146,.221,2.2,8.6,5.3,32.9,1.9,0.1,18.9,23.1,,1.9,1.1,2.9,.067,,0.2,-1.9,-1.7,0.2
755,Nick Collison,2004-05,24,SEA,NBA,C,82,1396,15.0,.570,.008,.333,13.7,19.2,16.5,3.9,1.3,2.8,13.3,15.5,,2.7,1.2,3.9,.135,,0.0,0.3,0.3,0.8
757,Sean Colson,2000-01,25,TOT,NBA,PG,13,44,6.8,.291,.208,.167,5.4,10.2,7.7,38.7,1.2,0.0,7.2,28.8,,-0.1,0.0,-0.1,-0.106,,-3.0,-3.3,-6.3,0.0
758,Steve Colter,1984-85,22,POR,NBA,PG,78,1462,12.5,.520,.155,.273,3.1,8.4,5.7,21.2,2.4,0.3,17.3,17.5,,0.9,1.4,2.3,.076,,-0.7,-0.9,-1.6,0.2
759,Glen Combs,1968-69,22,DLC,ABA,PG,72,2241,14.1,.534,.268,.454,,,4.0,10.8,,,13.2,20.3,,4.0,1.0,5.1,.108,,,,,
760,Leroy Combs,1983-84,23,IND,NBA,SF,48,446,13.5,.537,.018,.558,4.7,9.1,6.9,12.4,2.4,2.3,18.5,23.0,,-0.2,0.6,0.4,.041,,-3.3,-0.1,-3.3,-0.1
762,Dallas Comegys,1987-88,23,NJN,NBA,PF,75,1122,9.5,.487,.003,.413,5.4,17.5,11.3,8.6,1.6,3.8,21.3,20.5,,-1.6,1.3,-0.3,-0.012,,-5.8,1.3,-4.6,-0.7
767,Mike Conley,2007-08,20,MEM,NBA,PG,53,1381,12.6,.502,.206,.278,1.7,9.7,5.6,25.3,1.6,0.1,15.2,18.8,,0.6,0.5,1.1,.038,,-1.1,-1.8,-3.0,-0.3
769,Marty Conlon,1991-92,24,SEA,NBA,C,45,381,9.3,.521,.000,.317,9.8,11.1,10.4,4.3,1.2,1.2,19.0,15.7,,0.0,0.2,0.3,.037,,-3.0,-1.3,-4.3,-0.2
770,Pat Connaughton,2015-16,23,POR,NBA,SG,34,143,4.6,.352,.429,.102,8.3,15.9,12.1,9.9,0.7,0.0,16.3,18.7,,-0.3,0.1,-0.2,-0.076,,-5.8,-2.4,-8.2,-0.2
771,Jimmy Conner,1975-76,22,KEN,ABA,SG,24,240,12.2,.537,.035,.337,4.9,6.3,5.6,21.3,2.1,1.1,24.5,20.8,,0.0,0.2,0.3,.053,,-2.0,-0.5,-2.5,0.0
772,Lester Conner,1982-83,23,GSW,NBA,PG,75,1416,14.0,.523,.013,.373,5.1,12.0,8.4,21.9,3.8,0.3,21.9,12.5,,1.2,1.5,2.7,.092,,-0.3,1.6,1.3,1.2
774,Will Conroy,2006-07,24,TOT,NBA,PG-SG,7,52,1.1,.000,.000,1.333,6.9,9.1,8.1,23.6,0.0,0.0,29.6,6.0,,-0.1,0.0,-0.1,-0.062,,-6.5,-1.5,-8.0,-0.1
775,Anthony Cook,1990-91,23,DEN,NBA,PF,58,1121,10.7,.452,.011,.456,10.3,17.9,13.7,2.6,1.3,3.4,12.8,12.3,,0.0,0.5,0.5,.022,,-4.1,0.1,-4.0,-0.6
778,Brian Cook,2003-04,23,LAL,NBA,C,35,442,14.0,.505,.035,.199,7.8,18.2,12.9,7.4,1.9,2.7,10.0,17.3,,0.5,0.7,1.1,.122,,-2.0,0.9,-1.1,0.1
779,Daequan Cook,2007-08,20,MIA,NBA,SG,59,1441,7.9,.480,.463,.111,1.6,13.3,7.4,9.1,0.8,0.5,10.5,19.8,,-1.0,0.6,-0.4,-0.013,,-2.8,-2.3,-5.1,-1.1
780,Darwin Cook,1980-81,22,NJN,NBA,SG,81,1980,15.0,.503,.031,.220,5.3,8.2,6.7,21.9,3.2,1.0,16.4,21.4,,0.6,2.1,2.7,.065,,0.0,0.4,0.4,1.2
781,Jeff Cook,1979-80,23,PHO,NBA,PF,66,904,14.4,.546,.011,.469,11.2,18.0,14.6,12.2,1.4,1.1,17.6,17.7,,1.1,1.3,2.4,.126,,-0.8,0.6,-0.2,0.4
783,Omar Cook,2003-04,22,POR,NBA,PG,17,139,4.7,.259,.037,.000,2.6,2.5,2.6,25.6,4.0,0.0,27.0,12.6,,-0.3,0.1,-0.2,-0.068,,-6.8,-1.5,-8.3,-0.2
784,Quinn Cook,2016-17,23,TOT,NBA,PG,14,188,11.8,.579,.394,.076,0.6,3.6,2.0,22.8,1.1,0.0,16.0,19.6,,0.1,0.1,0.2,.047,,-1.7,-4.2,-5.9,-0.2
785,Charles Cooke,2017-18,23,NOP,NBA,SG,9,24,-1.9,.276,.600,.200,0.0,4.5,2.3,5.3,2.0,0.0,8.4,21.5,,-0.1,0.0,-0.1,-0.214,,-9.5,-4.3,-13.8,-0.1
786,David Cooke,1985-86,22,SAC,NBA,PF,6,38,6.7,.292,.000,.909,15.0,14.8,14.9,3.1,5.0,0.0,11.5,18.5,,-0.1,0.1,0.0,-0.043,,-6.0,0.4,-5.6,0.0
788,Jack Cooley,2014-15,23,UTA,NBA,C,16,87,11.4,.432,.000,.955,13.3,19.8,16.6,1.8,3.7,2.8,8.8,18.0,,0.0,0.2,0.2,.092,,-4.4,0.4,-4.0,0.0
790,Duane Cooper,1992-93,23,LAL,NBA,PG,65,645,7.6,.450,.190,.222,2.3,6.6,4.4,31.5,1.4,0.2,28.5,16.1,,-0.7,0.3,-0.4,-0.031,,-5.0,-3.4,-8.4,-1.0
791,Joe Cooper,1981-82,24,NJN,NBA,C,1,11,1.3,.500,.000,.000,10.2,10.4,10.3,0.0,0.0,0.0,33.3,10.9,,0.0,0.0,0.0,-0.026,,-7.3,-3.3,-10.6,0.0
792,Michael Cooper,1978-79,22,LAL,NBA,SG,3,7,16.3,.500,,.000,0.0,0.0,0.0,0.0,6.5,0.0,14.3,40.0,,0.0,0.0,0.0,-0.073,,-5.8,-4.5,-10.3,0.0
793,Wayne Cooper,1978-79,22,GSW,NBA,C,65,795,12.5,.464,,.208,12.1,25.8,18.9,3.5,0.4,3.0,14.0,18.9,,0.0,1.2,1.2,.073,,-4.3,-0.8,-5.1,-0.6
794,Tom Copa,1991-92,27,SAS,NBA,C,33,132,10.7,.525,.000,.325,11.7,18.0,14.9,3.3,0.8,2.8,14.9,17.2,,0.0,0.2,0.2,.078,,-3.7,-0.9,-4.5,-0.1
795,Chris Copeland,2012-13,28,NYK,NBA,PF,56,862,16.8,.583,.368,.218,4.5,11.9,8.1,5.7,1.0,1.2,10.7,25.3,,1.5,0.6,2.1,.117,,1.0,-3.2,-2.2,-0.1
796,Hollis Copeland,1979-80,24,NYK,NBA,SF,75,1142,11.0,.526,.005,.234,6.6,8.3,7.4,8.7,2.4,1.2,17.1,16.5,,0.5,0.8,1.2,.052,,-1.7,-0.4,-2.1,0.0
797,Lanard Copeland,1989-90,24,PHI,NBA,SG,23,110,10.0,.499,.074,.206,4.2,6.1,5.2,14.0,0.5,0.6,20.4,35.9,,-0.3,0.0,-0.2,-0.109,,-5.6,-5.4,-11.0,-0.3
798,Tyrone Corbin,1985-86,23,SAS,NBA,SF,16,174,9.7,.456,.016,.219,7.4,8.9,8.2,8.4,2.9,0.6,14.6,19.0,,-0.1,0.2,0.1,.017,,-3.4,-0.3,-3.7,-0.1
799,Chris Corchiani,1991-92,23,ORL,NBA,PG,51,741,12.1,.534,.192,.539,2.6,9.3,5.9,26.7,3.0,0.2,23.7,17.5,,0.2,0.6,0.9,.056,,-1.8,-0.6,-2.3,-0.1
802,Dave Corzine,1978-79,22,WSB,NBA,C,59,532,12.5,.600,,.534,10.0,17.9,14.0,10.9,0.8,1.3,26.7,14.3,,0.5,0.6,1.1,.102,,-1.2,0.9,-0.3,0.2
804,Matt Costello,2017-18,24,SAS,NBA,C,3,18,3.4,.333,.000,.000,6.2,36.9,21.6,0.0,0.0,9.3,25.0,10.0,,0.0,0.0,0.0,.015,,-12.6,1.5,-11.1,0.0
805,Bryce Cotton,2014-15,22,UTA,NBA,PG,15,159,14.5,.520,.290,.261,2.2,10.8,6.5,17.0,1.3,0.0,13.5,25.6,,0.1,0.1,0.2,.067,,-1.2,-3.2,-4.4,-0.1
807,James Cotton,1997-98,22,SEA,NBA,SG,9,33,12.5,.481,.190,.429,7.4,14.2,10.9,0.0,1.6,2.3,19.4,43.5,,-0.1,0.0,-0.1,-0.104,,-11.2,-9.3,-20.5,-0.2
808,John Coughran,1979-80,28,GSW,NBA,SF,24,160,6.0,.390,.111,.173,1.3,12.1,6.5,10.6,2.1,0.4,13.0,25.8,,-0.4,0.1,-0.3,-0.086,,-6.5,-2.6,-9.1,-0.3
811,Joe Courtney,1992-93,23,TOT,NBA,PF,12,104,8.8,.459,.000,.281,4.3,16.1,10.2,3.9,2.4,3.0,14.3,16.8,,-0.1,0.1,0.1,.032,,-5.9,0.4,-5.5,-0.1
812,Marcus Cousin,2010-11,24,UTA,NBA,C,4,18,7.8,.667,.000,.000,0.0,20.3,10.1,0.0,0.0,4.5,25.0,10.2,,0.0,0.0,0.0,.008,,-7.5,-2.4,-9.9,0.0
813,DeMarcus Cousins,2010-11,20,SAC,NBA,C,81,2309,14.6,.484,.018,.400,10.4,24.4,17.2,14.7,1.9,2.1,18.5,27.2,,-1.9,2.9,1.1,.022,,-2.9,1.5,-1.4,0.4
815,Robert Covington,2013-14,23,HOU,NBA,SF,7,34,15.0,.571,.786,.000,6.9,9.3,8.2,0.0,2.9,0.0,6.7,19.3,,0.1,0.0,0.1,.122,,1.3,-4.9,-3.6,0.0
816,Dave Cowens,1970-71,22,BOS,NBA,C,81,3076,15.4,.468,,.286,,,17.0,9.5,,,,,,0.6,5.8,6.4,.100,,,,,
817,Chubby Cox,1982-83,27,WSB,NBA,SG,7,78,1.6,.366,.054,.162,9.8,4.3,7.1,11.5,0.0,0.7,18.5,25.9,,-0.3,0.1,-0.2,-0.127,,-7.0,-2.7,-9.7,-0.2
820,Allen Crabbe,2013-14,21,POR,NBA,SG,15,100,7.7,.475,.424,.121,1.1,8.5,4.8,8.7,1.0,0.7,7.9,16.5,,0.0,0.1,0.1,.037,,-2.7,-2.1,-4.7,-0.1
821,Torrey Craig,2017-18,27,DEN,NBA,SF,26,418,9.8,.535,.418,.319,6.7,14.5,10.6,5.5,0.9,1.2,9.6,11.9,,0.4,0.2,0.7,.076,,-1.5,-1.2,-2.7,-0.1
822,Chris Crawford,1997-98,22,ATL,NBA,PF,40,256,20.4,.536,.027,.618,9.5,9.3,9.4,6.4,2.6,1.9,11.4,28.6,,0.6,0.3,0.9,.170,,-0.4,-2.5,-2.9,-0.1
824,Jamal Crawford,2000-01,20,CHI,NBA,PG,61,1050,8.5,.442,.385,.112,1.0,9.4,5.0,23.0,2.2,1.0,21.0,17.9,,-1.3,0.4,-0.9,-0.043,,-3.9,-2.3,-6.3,-1.1
825,Joe Crawford,2008-09,22,NYK,NBA,SF,2,23,10.8,.414,.400,.200,4.6,14.8,9.5,6.5,2.2,0.0,0.0,20.6,,0.0,0.0,0.0,.037,,-3.0,-2.6,-5.6,0.0
826,Jordan Crawford,2010-11,22,TOT,NBA,SG,42,1027,11.8,.456,.256,.168,3.4,8.6,5.9,19.8,2.0,0.2,13.4,27.0,,-1.0,0.5,-0.6,-0.026,,-1.4,-2.5,-3.8,-0.5
828,Ron Crevier,1985-86,27,TOT,NBA,C,3,4,-31.7,.000,.000,.667,25.9,0.0,13.3,0.0,0.0,0.0,0.0,38.0,,-0.1,0.0,-0.1,-0.795,,-24.0,-13.5,-37.4,0.0
830,Joe Crispin,2001-02,22,TOT,NBA,PG,21,156,17.1,.536,.574,.191,1.4,6.6,4.0,27.4,1.7,0.0,11.9,24.0,,0.3,0.1,0.4,.136,,2.8,-4.3,-1.6,0.0
831,Charlie Criss,1977-78,29,ATL,NBA,PG,77,1935,14.8,.496,,.394,1.3,5.6,3.4,22.5,2.6,0.2,14.5,21.4,,1.9,1.8,3.7,.092,,-0.3,-1.5,-1.8,0.1
833,Winston Crite,1987-88,22,PHO,NBA,SF,29,258,9.8,.551,.000,.368,11.7,16.2,14.0,7.6,0.9,1.8,24.0,16.4,,0.0,0.2,0.1,.025,,-3.2,-0.6,-3.8,-0.1
834,Javaris Crittenton,2007-08,20,TOT,NBA,SG,50,679,11.0,.499,.159,.446,4.5,13.7,9.1,11.7,1.4,0.2,16.5,21.8,,-0.3,0.4,0.1,.004,,-3.6,-1.9,-5.4,-0.6
837,Geoff Crompton,1978-79,23,DEN,NBA,C,20,88,2.6,.416,,.462,7.2,20.0,13.6,7.3,0.0,1.8,27.7,19.0,,-0.2,0.1,-0.1,-0.081,,-8.4,-1.4,-9.7,-0.2
838,Terry Crosby,1979-80,23,KCK,NBA,PG,4,28,3.5,.615,.000,.500,0.0,4.0,1.9,30.0,0.0,0.0,50.6,14.1,,0.0,0.0,0.0,-0.051,,-8.3,-4.9,-13.3,-0.1
839,Austin Croshere,1997-98,22,IND,NBA,PF,26,243,7.7,.412,.151,.163,5.2,16.5,11.1,5.4,2.0,1.5,12.4,20.6,,-0.4,0.4,0.0,.003,,-5.4,0.2,-5.2,-0.2
840,Jeff Cross,1985-86,24,LAC,NBA,PF,21,128,1.5,.371,.000,1.042,7.7,18.4,13.0,1.0,0.7,1.3,14.6,12.8,,-0.2,0.1,-0.1,-0.038,,-7.4,-2.7,-10.1,-0.3
842,Russell Cross,1983-84,22,GSW,NBA,C,45,354,15.3,.546,.000,.813,10.0,15.6,12.6,8.8,1.6,1.1,11.1,18.8,,0.5,0.3,0.8,.106,,-0.6,-1.3,-1.8,0.0
844,John Crotty,1992-93,23,UTA,NBA,PG,40,243,13.2,.575,.194,.528,1.9,5.9,4.0,32.7,2.3,0.0,25.3,21.0,,0.1,0.2,0.3,.057,,-1.5,-2.9,-4.4,-0.1
847,Corey Crowder,1991-92,22,UTA,NBA,SF,51,328,8.4,.475,.268,.161,5.8,8.2,7.1,7.2,1.1,0.4,9.8,17.5,,0.1,0.3,0.4,.053,,-2.1,-1.8,-3.9,-0.2
848,Jae Crowder,2012-13,22,DAL,NBA,SF,78,1353,10.2,.491,.523,.199,2.9,12.3,7.7,10.0,2.4,1.0,10.9,15.1,,0.2,1.3,1.5,.055,,-0.9,0.4,-0.5,0.5
850,Pat Cummings,1979-80,23,MIL,NBA,C,71,900,15.3,.552,.000,.332,10.1,18.4,14.4,8.2,1.1,1.0,14.9,22.0,,1.2,1.2,2.5,.131,,-0.8,-1.2,-2.0,0.0
851,Terry Cummings,1982-83,21,SDC,NBA,PF,70,2531,22.8,.557,.001,.315,12.6,21.6,16.7,10.9,2.4,1.4,12.0,26.0,,6.5,2.2,8.7,.164,,3.8,-0.3,3.5,3.5
852,Vonteego Cummings,1999-00,23,GSW,NBA,PG,75,1793,12.9,.484,.231,.258,3.1,7.9,5.4,22.6,2.6,0.5,15.3,20.2,,0.7,0.7,1.3,.036,,-0.6,-1.6,-2.2,-0.1
853,Billy Cunningham,1965-66,22,PHI,NBA,SF,80,2134,15.7,.474,,.438,,,,13.0,,,,,,1.7,3.3,5.0,.112,,,,,
854,Dante Cunningham,2009-10,22,POR,NBA,PF,63,707,14.3,.517,.009,.224,9.4,18.7,14.0,3.3,1.9,2.5,6.0,16.8,,0.9,1.0,1.9,.129,,-2.1,0.2,-1.9,0.0
856,Jared Cunningham,2012-13,21,DAL,NBA,SG,8,26,14.8,.538,.214,.143,4.4,8.4,6.4,6.8,2.0,0.0,11.8,29.6,,0.0,0.0,0.0,.033,,-1.8,-4.5,-6.3,0.0
857,William Cunningham,1997-98,23,TOT,NBA,C,7,39,9.3,.444,.000,.000,13.6,14.5,15.3,3.9,2.8,0.0,0.0,10.7,,0.1,0.1,0.1,.131,,-0.5,-0.5,-1.1,0.0
858,Radisav Curcic,1992-93,27,DAL,NBA,C,20,166,13.5,.510,.000,.878,10.2,22.9,16.0,10.2,2.0,0.8,12.3,15.9,,0.2,0.1,0.3,.086,,-2.2,-0.5,-2.7,0.0
860,Earl Cureton,1980-81,23,PHI,NBA,C,52,528,13.8,.470,.005,.312,11.4,20.0,16.0,6.4,1.8,2.4,11.1,20.0,,0.1,1.1,1.2,.109,,-2.7,0.7,-2.0,0.0
861,Bill Curley,1994-95,22,DET,NBA,PF,53,595,9.0,.477,.000,.269,10.6,13.9,12.2,6.2,1.8,2.6,14.3,13.2,,0.1,0.4,0.5,.042,,-3.6,0.2,-3.4,-0.2
863,Dell Curry,1986-87,22,UTA,NBA,SG,67,636,11.3,.474,.184,.117,4.9,7.9,6.4,13.7,2.0,0.4,11.4,24.1,,-0.3,0.8,0.5,.035,,-1.8,-1.0,-2.7,-0.1
864,Eddy Curry,2001-02,19,CHI,NBA,C,72,1150,14.4,.540,.000,.424,11.0,16.8,13.8,4.0,0.7,3.4,13.4,20.7,,1.0,0.8,1.8,.075,,-2.6,-1.7,-4.4,-0.7
865,JamesOn Curry,2009-10,24,LAC,NBA,PG,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,,,-6.7,-0.2,-6.9,0.0
866,Michael Curry,1993-94,25,PHI,NBA,SG,10,43,-3.9,.286,.143,.286,0.0,2.6,1.3,3.3,1.2,0.0,16.0,19.0,,-0.2,0.0,-0.2,-0.217,,-11.2,-4.2,-15.5,-0.1
867,Seth Curry,2013-14,23,TOT,NBA,PG,2,13,13.8,.500,.333,.000,0.0,8.8,4.3,0.0,7.9,0.0,0.0,10.3,,0.0,0.0,0.0,.131,,-2.4,3.5,1.1,0.0
868,Stephen Curry,2009-10,21,GSW,NBA,PG,80,2896,16.3,.568,.332,.175,1.8,12.0,6.8,24.6,2.5,0.5,16.5,21.8,,3.0,1.6,4.7,.077,,1.8,-0.7,1.0,2.2
869,Rastko Cvetkovic,1995-96,25,DEN,NBA,C,14,48,2.1,.282,.063,.250,9.6,16.9,13.2,9.6,2.2,1.5,14.5,19.3,,-0.2,0.1,-0.1,-0.118,,-8.4,0.0,-8.4,-0.1
870,Mike D'Antoni,1973-74,22,KCO,NBA,SG,52,989,10.4,.431,,.177,2.5,7.3,4.9,16.7,3.4,0.8,,,,-0.7,0.9,0.3,.012,,-3.2,0.8,-2.4,-0.1
873,Quintin Dailey,1982-83,22,CHI,NBA,SG,76,2081,14.1,.508,.025,.280,4.5,8.9,6.7,20.3,1.6,0.3,15.3,24.8,,1.3,0.9,2.1,.049,,0.0,-2.0,-2.0,0.0
874,Samuel Dalembert,2001-02,20,PHI,NBA,C,34,177,13.2,.440,.000,.360,16.2,27.3,21.8,4.8,1.8,5.6,19.5,18.6,,-0.2,0.4,0.3,.072,,-5.7,2.2,-3.5,-0.1
876,Erick Dampier,1996-97,21,IND,NBA,C,72,1052,11.8,.451,.003,.500,11.1,22.1,16.7,6.9,1.0,5.6,17.0,21.7,,-1.0,1.9,0.9,.040,,-5.3,2.2,-3.0,-0.3
877,Louie Dampier,1967-68,23,KEN,ABA,PG,72,2961,16.7,.469,.096,.172,,,4.9,14.4,,,9.3,22.4,,2.4,3.0,5.4,.088,,,,,
878,Bob Dandridge,1969-70,22,MIL,NBA,SF,81,2461,15.2,.528,,.295,,,,14.6,,,,,,3.2,2.8,6.0,.116,,,,,
879,Antonio Daniels,1997-98,22,VAN,NBA,SG,74,1956,9.9,.465,.095,.310,1.3,7.1,4.2,26.6,1.5,0.4,20.8,17.9,,-0.9,-0.4,-1.3,-0.032,,-3.1,-3.2,-6.2,-2.1
880,Erik Daniels,2004-05,22,SAC,NBA,SF,21,72,4.6,.361,.111,.000,10.9,17.1,14.0,7.7,1.4,0.0,25.0,14.8,,-0.1,0.1,-0.1,-0.061,,-6.7,-1.2,-7.9,-0.1
881,Lloyd Daniels,1992-93,25,SAS,NBA,SG,77,1573,12.9,.510,.275,.154,6.6,9.1,7.9,14.4,1.2,1.2,12.9,22.1,,0.5,1.3,1.8,.056,,0.2,-1.0,-0.8,0.5
882,Marquis Daniels,2003-04,23,DAL,NBA,SG,56,1039,20.1,.536,.088,.190,6.7,8.6,7.6,17.4,2.6,0.9,9.0,20.6,,2.7,0.4,3.2,.146,,2.9,-1.1,1.8,1.0
883,Mel Daniels,1967-68,23,MNM,ABA,C,78,2938,22.4,.446,.003,.413,,,17.9,5.9,,,10.7,26.1,,0.1,9.1,9.2,.150,,,,,
884,Troy Daniels,2013-14,22,HOU,NBA,SG,5,75,16.0,.677,.806,.000,0.0,5.6,3.0,11.4,0.0,0.0,8.8,19.9,,0.2,0.0,0.2,.150,,4.3,-5.5,-1.2,0.0
885,Sasha Danilovic,1995-96,25,MIA,NBA,SG,19,542,14.4,.591,.424,.391,2.6,7.1,4.9,14.9,1.5,0.4,14.6,21.2,,0.9,0.6,1.5,.129,,1.4,-1.0,0.4,0.3
886,Adrian Dantley,1976-77,20,BUF,NBA,SF,77,2816,18.3,.601,,.556,8.9,12.1,10.5,7.7,1.4,0.3,,,,8.2,1.6,9.8,.167,,3.5,-1.1,2.5,3.2
890,Yinka Dare,1994-95,22,NJN,NBA,C,1,3,-33.9,.000,.000,.000,0.0,36.6,18.2,0.0,0.0,0.0,50.0,29.3,,-0.1,0.0,0.0,-0.736,,-33.8,-5.5,-39.3,0.0
892,Rick Darnell,1975-76,23,VIR,ABA,C,11,120,4.7,.393,.000,.233,9.5,20.9,15.0,9.9,1.9,1.3,29.7,14.7,,-0.3,0.1,-0.1,-0.055,,-6.0,1.0,-5.0,-0.1
894,Gigi Datome,2013-14,26,DET,NBA,SF,34,238,8.0,.409,.402,.103,6.1,15.5,10.6,7.0,1.3,0.3,9.8,20.2,,-0.2,0.1,-0.1,-0.023,,-3.8,-3.2,-7.0,-0.3
895,Brad Daugherty,1986-87,21,CLE,NBA,C,80,2695,15.6,.579,.000,.443,6.1,19.8,12.9,16.9,0.9,1.3,18.7,19.8,,2.6,3.5,6.0,.107,,-0.1,1.3,1.1,2.1
897,Kornel David,1998-99,27,CHI,NBA,SF,50,902,13.6,.528,.004,.457,8.8,14.2,11.3,8.6,1.4,1.4,14.1,17.7,,1.0,0.7,1.7,.090,,-2.4,-0.5,-2.9,-0.2
898,Jermareo Davidson,2007-08,23,CHA,NBA,SF,38,322,9.8,.437,.000,.224,7.5,14.7,11.1,6.9,1.1,3.5,11.0,21.9,,-0.4,0.3,-0.1,-0.012,,-6.0,-0.9,-7.0,-0.4
900,Brandon Davies,2013-14,22,PHI,NBA,PF,51,575,7.5,.476,.078,.414,6.9,13.9,10.2,7.1,2.0,1.1,18.8,13.7,,-0.3,0.4,0.1,.008,,-5.3,-0.6,-5.9,-0.6
901,Anthony Davis,2012-13,19,NOH,NBA,PF,64,1846,21.7,.559,.009,.333,10.5,23.5,16.8,6.1,2.2,5.1,10.3,21.8,,3.7,2.4,6.1,.159,,0.5,1.9,2.3,2.0
902,Antonio Davis,1993-94,25,IND,NBA,PF,81,1732,15.2,.561,.002,.711,13.2,20.3,16.9,4.7,1.3,3.3,16.1,16.8,,2.3,2.8,5.0,.139,,-0.9,1.1,0.2,1.0
904,Baron Davis,1999-00,20,CHH,NBA,PG,82,1523,12.9,.486,.256,.353,3.6,8.4,6.1,32.6,3.3,0.9,21.9,18.9,,-0.1,2.2,2.1,.065,,-1.1,0.0,-1.1,0.3
905,Ben Davis,1996-97,24,PHO,NBA,PF,20,98,9.4,.417,.000,.769,14.4,17.8,16.1,0.0,2.1,0.8,7.9,17.4,,0.0,0.1,0.1,.037,,-6.1,-4.7,-10.8,-0.2
908,Brad Davis,1977-78,22,LAL,NBA,PG,33,334,10.5,.484,,.403,1.3,9.2,5.4,29.1,2.0,0.3,29.2,14.0,,0.0,0.3,0.3,.041,,-3.5,-1.5,-5.1,-0.3
909,Brian Davis,1993-94,23,MIN,NBA,SF,68,374,9.2,.420,.024,.540,6.7,10.4,8.6,9.1,2.2,0.7,10.9,20.4,,-0.2,0.2,0.0,.000,,-4.7,-1.8,-6.5,-0.4
910,Charles Davis,1981-82,23,WSB,NBA,SF,54,575,10.7,.514,.011,.201,10.5,14.8,12.6,7.7,0.8,1.3,17.7,17.7,,0.0,0.8,0.9,.072,,-2.8,0.5,-2.3,0.0
912,Dale Davis,1991-92,22,IND,NBA,PF,64,1301,13.3,.571,.004,.545,14.2,20.3,17.4,3.0,1.0,3.4,12.4,12.7,,1.9,1.5,3.4,.126,,-1.1,0.3,-0.8,0.4
913,Deyonta Davis,2016-17,20,MEM,NBA,C,36,238,10.6,.528,.000,.383,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12.0,,0.1,0.4,0.5,.097,,-5.4,1.8,-3.7,-0.1
915,Ed Davis,2010-11,21,TOR,NBA,PF,65,1602,15.8,.583,.000,.343,12.1,22.3,17.1,3.8,1.3,3.2,10.1,13.3,,2.9,1.1,4.0,.119,,-0.1,0.5,0.3,0.9
916,Emanual Davis,1996-97,28,HOU,NBA,PG,13,230,9.7,.565,.500,.148,1.1,9.6,5.5,17.1,2.1,0.7,22.8,14.7,,0.0,0.3,0.3,.063,,-2.2,-0.1,-2.3,0.0
917,Glen Davis,2007-08,22,BOS,NBA,C,69,940,11.3,.545,.000,.679,12.8,13.5,13.2,4.6,1.7,1.7,18.5,17.4,,0.6,1.9,2.5,.128,,-2.7,1.1,-1.6,0.1
918,Harry Davis,1978-79,23,CLE,NBA,SF,40,394,10.6,.471,,.281,7.1,11.5,9.2,5.5,1.5,1.1,11.8,19.7,,0.1,0.2,0.3,.038,,-2.7,-2.2,-4.8,-0.3
919,Hubert Davis,1992-93,22,NYK,NBA,SG,50,815,8.7,.490,.076,.215,1.8,5.7,3.8,15.2,1.4,0.3,14.1,17.0,,0.0,1.2,1.2,.072,,-3.5,0.2,-3.3,-0.3
921,Johnny Davis,1976-77,21,POR,NBA,SG,79,1451,12.8,.509,,.394,4.5,4.5,4.5,13.5,1.3,0.4,,,,1.7,0.9,2.5,.084,,-0.9,-2.1,-3.0,-0.4
922,Josh Davis,2003-04,23,ATL,NBA,PF,4,23,2.1,.460,.400,.200,5.0,19.5,12.3,0.0,0.0,0.0,26.9,14.7,,0.0,0.0,0.0,-0.075,,-8.7,-6.3,-15.0,-0.1
923,Lee Davis,1968-69,23,NOB,ABA,PF,65,570,11.7,.416,.018,.396,,,15.5,4.3,,,10.4,19.3,,-0.7,0.8,0.2,.013,,,,,
924,Mark Davis,1988-89,25,TOT,NBA,SF,33,258,15.0,.543,.098,.333,7.1,9.6,8.3,8.1,2.5,1.2,9.3,20.7,,0.4,0.3,0.7,.134,,0.0,-0.9,-1.0,0.1
925,Mark Davis,1995-96,22,MIN,NBA,SF,57,571,10.9,.470,.087,.779,11.7,14.5,13.1,12.6,3.6,2.9,25.4,20.8,,-0.8,0.8,-0.1,-0.005,,-3.9,2.1,-1.9,0.0
