,Name,Year,blank,blank,League,blank,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
3850,John Starks,Career,,,NBA,,866,420,27.2,4.6,11.1,.412,1.4,4.1,.340,3.2,6.9,.455,.476,2.0,2.6,.769,0.5,2.0,2.5,3.6,1.1,0.1,1.8,2.6,12.5
3852,Nik Stauskas,Career,,,NBA,,259,63,21.4,2.4,6.1,.386,1.2,3.5,.349,1.1,2.6,.435,.486,1.1,1.4,.807,0.2,1.9,2.1,1.6,0.4,0.3,1.1,1.4,7.1
3854,Larry Steele,Career,,,NBA,,610,,24.2,3.3,6.9,.483,0.0,0.3,.000,3.3,6.8,.484,.483,1.6,2.0,.796,0.9,1.9,2.9,2.8,1.8,0.2,1.3,3.0,8.2
3855,Matt Steigenga,Career,,,NBA,,2,0,6.0,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.5,1.0,.500,0.0,1.5,1.5,1.0,0.5,0.5,1.0,0.5,1.5
3856,Vladimir Stepania,Career,,,NBA,,270,19,13.8,1.7,4.0,.425,0.0,0.1,.133,1.7,3.9,.429,.426,0.8,1.4,.536,1.6,2.7,4.4,0.3,0.4,0.5,0.8,1.8,4.1
3857,D.J. Stephens,Career,,,NBA,,3,0,5.0,1.0,2.3,.429,0.0,0.0,,1.0,2.3,.429,.429,0.3,0.3,1.000,0.3,1.3,1.7,0.0,0.0,0.0,0.0,0.0,2.3
3858,Everette Stephens,Career,,,NBA,,38,0,5.7,0.7,2.0,.333,0.1,0.3,.200,0.6,1.7,.354,.347,0.5,0.6,.792,0.3,0.3,0.6,1.0,0.2,0.1,0.8,0.6,1.9
3860,Joe Stephens,Career,,,NBA,,22,0,10.3,1.4,3.8,.357,0.2,1.0,.190,1.2,2.9,.413,.381,0.3,0.5,.700,0.8,1.2,2.0,0.5,0.5,0.1,0.5,0.6,3.2
3861,Lance Stephenson,Career,,,NBA,,420,195,24.6,3.5,7.9,.448,0.6,2.0,.308,2.9,5.9,.496,.487,1.1,1.6,.686,0.7,3.7,4.3,3.0,0.7,0.1,1.7,2.0,8.8
3862,Alex Stepheson,Career,,,NBA,,8,0,9.1,1.1,3.4,.333,0.0,0.0,,1.1,3.4,.333,.333,0.5,1.5,.333,2.4,1.1,3.5,0.3,0.1,0.6,0.0,1.5,2.8
3863,Brook Steppe,Career,,,NBA,,238,28,12.0,1.9,4.0,.469,0.0,0.1,.310,1.8,3.8,.474,.474,1.7,2.1,.820,0.5,0.9,1.4,1.2,0.4,0.1,1.0,1.4,5.4
3864,Barry Stevens,Career,,,NBA,,2,0,3.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0
3866,DeShawn Stevenson,Career,,,NBA,,824,542,22.3,2.7,6.7,.406,0.7,2.0,.340,2.0,4.7,.433,.456,1.1,1.6,.698,0.5,1.7,2.2,1.6,0.5,0.2,1.0,1.4,7.2
3868,Kebu Stewart,Career,,,NBA,,15,0,7.3,0.8,1.7,.462,0.0,0.0,,0.8,1.7,.462,.462,1.1,1.7,.640,0.6,1.5,2.1,0.1,0.3,0.1,0.5,0.9,2.7
3869,Larry Stewart,Career,,,NBA,,270,72,20.1,2.8,5.6,.509,0.0,0.2,.205,2.8,5.4,.518,.512,1.7,2.3,.753,1.6,2.3,4.0,1.3,0.5,0.4,1.3,2.1,7.4
3870,Michael Stewart,Career,,,NBA,,286,43,11.5,0.9,1.9,.442,0.0,0.0,,0.9,1.9,.442,.442,0.5,0.9,.522,1.2,2.0,3.2,0.3,0.2,1.0,0.5,1.9,2.2
3872,Greg Stiemsma,Career,,,NBA,,203,42,15.0,1.3,2.6,.509,0.0,0.0,.000,1.3,2.6,.509,.509,0.5,0.7,.705,0.9,2.4,3.3,0.5,0.6,1.1,0.7,2.5,3.2
3873,Steve Stipanovich,Career,,,NBA,,403,365,31.2,5.0,10.3,.484,0.0,0.1,.179,5.0,10.2,.489,.486,3.2,4.0,.796,1.9,5.9,7.8,2.3,1.0,0.9,1.9,3.6,13.2
3874,Bryant Stith,Career,,,NBA,,586,406,28.0,3.4,8.1,.424,0.5,1.6,.329,2.9,6.5,.447,.456,2.7,3.2,.841,1.0,2.4,3.4,2.0,1.0,0.2,1.3,1.9,10.1
3877,Alex Stivrins,Career,,,NBA,,22,0,4.1,0.9,2.0,.465,0.0,0.1,.000,0.9,1.9,.488,.465,0.2,0.4,.500,0.5,0.5,1.0,0.2,0.1,0.1,0.5,0.6,2.0
3878,David Stockton,Career,,,NBA,,3,0,11.0,0.7,2.0,.333,0.3,0.7,.500,0.3,1.3,.250,.417,1.0,2.0,.500,0.0,0.7,0.7,3.0,0.7,0.0,1.3,0.3,2.7
3879,John Stockton,Career,,,NBA,,1504,1300,31.8,4.7,9.1,.515,0.6,1.5,.384,4.1,7.6,.541,.546,3.2,3.9,.826,0.6,2.1,2.7,10.5,2.2,0.2,2.8,2.6,13.1
3880,Peja Stojakovic,Career,,,NBA,,804,665,33.5,6.0,13.3,.450,2.2,5.5,.401,3.8,7.9,.484,.532,2.8,3.1,.895,0.9,3.8,4.7,1.8,0.9,0.1,1.4,1.7,17.0
3881,Ed Stokes,Career,,,NBA,,4,0,4.3,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.3,0.5,.500,0.3,0.8,1.0,0.3,0.3,0.5,0.5,1.0,0.8
3882,Greg Stokes,Career,,,NBA,,42,13,9.1,1.4,3.0,.445,0.0,0.0,.000,1.4,3.0,.449,.445,0.4,0.5,.696,0.7,0.8,1.5,0.4,0.3,0.3,0.5,1.5,3.1
3883,Jarnell Stokes,Career,,,NBA,,28,2,5.4,0.9,1.5,.581,0.0,0.0,,0.9,1.5,.581,.581,0.6,1.1,.531,0.6,0.8,1.4,0.3,0.3,0.2,0.3,1.0,2.4
3887,Diamond Stone,Career,,,NBA,,7,0,3.4,0.4,1.9,.231,0.0,0.0,,0.4,1.9,.231,.231,0.6,0.6,1.000,0.1,0.7,0.9,0.0,0.0,0.1,0.3,0.7,1.4
3889,Julyan Stone,Career,,,NBA,,59,2,6.4,0.4,0.9,.444,0.1,0.4,.261,0.3,0.5,.581,.500,0.2,0.3,.722,0.2,0.9,1.0,1.1,0.2,0.1,0.4,0.7,1.1
3890,Awvee Storey,Career,,,NBA,,60,1,6.8,1.0,2.3,.414,0.1,0.3,.250,0.9,2.1,.435,.429,0.4,0.8,.511,0.7,0.6,1.4,0.4,0.2,0.0,0.3,1.1,2.4
3891,Damon Stoudamire,Career,,,NBA,,878,793,33.2,4.9,12.1,.406,1.4,3.9,.357,3.5,8.2,.430,.464,2.1,2.6,.833,0.8,2.7,3.5,6.1,1.1,0.1,2.3,1.9,13.4
3892,Salim Stoudamire,Career,,,NBA,,157,1,17.0,2.8,7.0,.407,1.1,2.9,.366,1.8,4.1,.435,.483,1.3,1.5,.882,0.1,1.2,1.4,1.0,0.4,0.1,1.0,1.5,8.0
3893,Amar'e Stoudemire,Career,,,NBA,,846,696,31.0,7.0,13.0,.537,0.0,0.2,.236,7.0,12.9,.540,.538,4.9,6.4,.761,2.4,5.4,7.8,1.2,0.8,1.2,2.3,3.2,18.9
3894,Paul Stovall,Career,,,TOT,,38,,10.7,1.6,3.9,.416,0.0,0.0,,1.6,3.9,.416,.416,1.4,2.2,.634,1.6,2.8,3.1,0.7,0.3,0.5,1.6,1.8,4.6
3895,D.J. Strawberry,Career,,,NBA,,33,0,8.2,0.9,2.8,.315,0.2,0.8,.240,0.7,2.0,.343,.348,0.3,0.6,.474,0.3,0.6,0.8,0.9,0.4,0.2,0.3,1.1,2.2
3898,Erick Strickland,Career,,,NBA,,501,122,20.3,2.7,6.8,.392,0.8,2.3,.351,1.9,4.5,.413,.451,1.4,1.7,.826,0.4,2.2,2.6,2.4,0.8,0.1,1.3,1.9,7.5
3899,Mark Strickland,Career,,,NBA,,281,26,12.2,1.9,3.9,.488,0.0,0.0,.222,1.9,3.9,.490,.489,0.7,1.1,.668,1.0,1.8,2.7,0.4,0.3,0.4,0.6,1.1,4.6
3900,Rod Strickland,Career,,,NBA,,1094,740,30.7,5.0,10.9,.454,0.2,0.6,.282,4.8,10.3,.465,.462,3.1,4.4,.721,1.1,2.7,3.7,7.3,1.5,0.2,2.6,1.9,13.2
3902,John Stroeder,Career,,,NBA,,46,0,6.4,0.7,1.8,.369,0.0,0.0,.000,0.7,1.8,.378,.369,0.4,0.7,.667,0.6,1.2,1.8,0.5,0.1,0.3,0.6,1.1,1.8
3903,Derek Strong,Career,,,NBA,,456,72,18.7,2.3,5.4,.430,0.0,0.1,.180,2.3,5.3,.436,.432,2.1,2.6,.786,1.7,3.1,4.9,0.6,0.4,0.2,0.9,1.6,6.8
3904,Lamont Strothers,Career,,,NBA,,13,0,11.9,1.8,5.6,.329,0.2,1.2,.133,1.7,4.5,.379,.342,0.8,1.1,.714,0.7,0.5,1.2,1.1,0.7,0.1,1.3,1.2,4.6
3905,John Stroud,Career,,,NBA,,9,,9.8,1.2,3.8,.324,0.0,0.0,,1.2,3.8,.324,.324,0.3,0.4,.750,0.8,0.7,1.4,1.0,0.1,0.0,0.4,0.8,2.8
3907,Rodney Stuckey,Career,,,NBA,,651,302,27.5,4.5,10.6,.423,0.4,1.4,.300,4.0,9.1,.442,.443,3.2,3.9,.824,0.6,2.3,2.9,3.6,0.9,0.1,1.8,2.1,12.6
3911,Jared Sullinger,Career,,,NBA,,269,172,24.3,4.4,10.0,.436,0.5,1.9,.272,3.8,8.1,.476,.463,1.5,2.1,.723,2.5,4.9,7.5,1.8,0.7,0.6,1.2,2.9,10.8
3912,DaJuan Summers,Career,,,NBA,,83,7,9.9,1.2,3.2,.384,0.3,1.0,.367,0.9,2.3,.392,.438,0.5,0.8,.642,0.3,0.7,1.0,0.3,0.2,0.1,0.4,1.3,3.3
3913,Barry Sumpter,Career,,,NBA,,1,0,1.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3915,Bruno Sundov,Career,,,NBA,,102,4,5.1,0.8,2.2,.356,0.0,0.2,.208,0.7,1.9,.374,.367,0.1,0.2,.526,0.3,0.7,1.0,0.2,0.1,0.1,0.3,1.0,1.7
3916,Jon Sundvold,Career,,,NBA,,502,71,17.6,3.3,7.3,.452,0.5,1.1,.392,2.8,6.1,.463,.483,0.7,0.9,.849,0.3,0.8,1.1,2.9,0.4,0.0,1.1,1.2,7.7
3917,Bob Sura,Career,,,NBA,,657,205,23.7,2.9,7.0,.414,0.6,2.0,.325,2.3,5.1,.450,.460,2.1,3.1,.689,0.9,2.5,3.4,3.8,1.0,0.2,1.9,2.2,8.6
3920,Dane Suttle,Career,,,NBA,,46,1,10.7,2.5,4.9,.507,0.0,0.1,.000,2.5,4.8,.516,.507,0.9,1.1,.857,0.5,0.6,1.1,1.0,0.5,0.0,0.7,1.1,5.9
3921,Greg Sutton,Career,,,NBA,,168,8,11.6,1.6,4.1,.396,0.7,1.9,.361,0.9,2.2,.426,.480,0.6,0.8,.743,0.1,0.8,0.9,1.7,0.5,0.1,1.1,1.9,4.5
3924,Caleb Swanigan,Career,,,NBA,,18,3,7.9,0.9,2.5,.356,0.1,0.3,.167,0.8,2.2,.385,.367,0.4,0.7,.615,0.7,1.3,2.1,0.5,0.3,0.2,0.7,1.4,2.3
3927,Mike Sweetney,Career,,,NBA,,233,73,15.5,2.4,5.0,.485,0.0,0.0,.000,2.4,5.0,.485,.485,1.7,2.4,.689,1.7,2.8,4.5,0.6,0.3,0.5,1.2,2.4,6.5
3928,Robert Swift,Career,,,NBA,,97,34,15.5,1.8,3.5,.506,0.0,0.0,,1.8,3.5,.506,.506,0.7,1.2,.610,1.3,2.6,3.9,0.2,0.3,0.9,0.7,2.3,4.3
3929,Skeeter Swift,Career,,,ABA,,283,,24.2,4.3,9.7,.445,0.5,1.5,.298,3.8,8.1,.473,.469,2.5,3.0,.841,0.5,1.7,2.2,2.9,0.2,0.0,2.5,3.2,11.6
3930,Stromile Swift,Career,,,NBA,,547,97,19.8,3.1,6.6,.473,0.0,0.0,.074,3.1,6.6,.476,.473,2.1,3.0,.699,1.6,3.0,4.6,0.5,0.6,1.2,1.3,2.5,8.4
3931,Aaron Swinson,Career,,,NBA,,9,0,5.7,1.1,2.0,.556,0.0,0.0,,1.1,2.0,.556,.556,0.4,0.6,.800,0.3,0.6,0.9,0.3,0.1,0.0,0.6,0.9,2.7
3932,Pape Sy,Career,,,NBA,,3,0,7.0,0.7,2.0,.333,0.0,0.3,.000,0.7,1.7,.400,.333,1.0,1.0,1.000,0.7,0.3,1.0,0.7,0.3,0.0,1.0,0.3,2.3
3934,Larry Sykes,Career,,,NBA,,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
3935,Brett Szabo,Career,,,NBA,,70,24,9.5,0.8,1.7,.446,0.0,0.0,.000,0.8,1.7,.450,.446,0.6,0.9,.738,0.8,1.6,2.4,0.2,0.2,0.5,0.6,1.7,2.2
3936,Wally Szczerbiak,Career,,,NBA,,651,393,30.8,5.4,11.0,.485,0.9,2.2,.406,4.4,8.8,.505,.526,2.5,2.9,.860,1.0,3.0,4.0,2.4,0.6,0.2,1.5,2.1,14.1
3938,Zan Tabak,Career,,,NBA,,247,70,14.6,2.2,4.3,.506,0.0,0.0,.000,2.2,4.3,.507,.506,0.6,1.2,.525,1.3,2.3,3.6,0.7,0.3,0.5,1.1,2.3,5.0
3939,Yuta Tabuse,Career,,,NBA,,4,0,4.3,0.3,1.5,.167,0.3,0.3,1.000,0.0,1.3,.000,.250,1.0,1.0,1.000,0.5,0.5,1.0,0.8,0.0,0.0,0.3,0.3,1.8
3940,Chris Taft,Career,,,NBA,,17,0,8.5,1.4,2.2,.605,0.0,0.0,,1.4,2.2,.605,.605,0.1,0.4,.167,1.1,1.0,2.1,0.1,0.1,0.4,0.1,1.5,2.8
3942,Dragan Tarlac,Career,,,NBA,,43,12,13.9,0.9,2.3,.394,0.0,0.0,,0.9,2.3,.394,.394,0.6,0.8,.758,0.9,2.0,2.8,0.7,0.2,0.4,0.9,2.2,2.4
3943,Roy Tarpley,Career,,,NBA,,280,57,26.7,5.2,10.8,.483,0.0,0.1,.176,5.2,10.6,.487,.484,2.2,2.9,.744,3.4,6.6,10.0,1.0,1.1,1.2,2.0,3.4,12.6
3945,Earl Tatum,Career,,,NBA,,262,,20.0,4.2,9.2,.459,0.1,0.2,.333,4.2,9.2,.460,.460,1.1,1.5,.746,0.8,1.8,2.6,1.9,1.2,0.4,1.5,2.4,9.6
3946,Jayson Tatum,Career,,,NBA,,63,63,30.5,4.7,9.9,.473,1.3,2.9,.432,3.4,7.0,.490,.537,2.6,3.2,.829,0.7,4.3,5.0,1.4,0.9,0.8,1.3,2.1,13.3
3947,Edy Tavares,Career,,,NBA,,13,0,7.8,1.2,1.8,.625,0.0,0.0,,1.2,1.8,.625,.625,0.2,0.8,.273,0.8,1.6,2.5,0.3,0.1,0.9,0.5,0.8,2.5
3948,Anthony Taylor,Career,,,NBA,,21,7,17.5,2.9,7.2,.397,0.0,0.1,.000,2.9,7.1,.403,.397,1.1,1.5,.750,0.5,1.1,1.6,2.0,1.0,0.2,1.0,1.8,6.9
3949,Brian Taylor,Career,,,TOT,,601,40,31.9,5.3,10.8,.493,0.4,1.3,.356,5.0,9.8,.507,.510,2.1,2.7,.780,1.0,1.7,2.7,4.1,2.1,0.3,2.0,2.8,13.1
3950,Donell Taylor,Career,,,NBA,,98,2,8.5,1.1,2.8,.395,0.1,0.3,.206,1.0,2.5,.421,.408,0.4,0.7,.641,0.3,0.8,1.1,0.9,0.5,0.1,0.6,0.8,2.7
3951,Fatty Taylor,Career,,,TOT,,640,,27.7,3.1,7.0,.438,0.1,0.3,.206,3.0,6.8,.446,.441,1.8,2.6,.676,1.6,2.4,3.9,4.0,2.4,0.2,2.7,3.1,8.0
3953,Isaiah Taylor,Career,,,NBA,,52,0,14.5,1.8,4.2,.431,0.3,0.9,.277,1.5,3.3,.473,.461,1.1,1.6,.659,0.3,1.0,1.3,2.3,0.5,0.2,0.9,1.4,4.9
3954,Jay Taylor,Career,,,NBA,,17,0,6.7,1.2,3.1,.404,0.2,0.8,.231,1.1,2.3,.462,.433,0.4,0.5,.667,0.3,0.4,0.6,0.3,0.3,0.2,0.6,0.5,3.0
3955,Jeff Taylor,Career,,,NBA,,56,5,14.6,1.3,3.0,.412,0.0,0.0,.000,1.3,3.0,.414,.412,0.7,1.0,.696,0.5,1.0,1.5,2.0,0.8,0.3,1.2,1.5,3.2
3956,Jeff Taylor,Career,,,NBA,,132,50,19.4,2.3,5.5,.409,0.6,1.9,.319,1.6,3.6,.458,.465,1.0,1.4,.665,0.6,1.4,2.0,0.8,0.5,0.2,0.7,1.8,6.1
3957,Jermaine Taylor,Career,,,NBA,,65,12,12.1,2.1,4.8,.441,0.3,1.0,.284,1.8,3.8,.484,.471,0.8,1.1,.730,0.7,0.9,1.7,0.7,0.4,0.1,1.0,0.8,5.4
3958,Johnny Taylor,Career,,,NBA,,54,9,16.0,1.9,4.6,.402,0.5,1.3,.394,1.3,3.3,.404,.458,0.5,0.7,.718,0.7,1.6,2.2,0.5,0.6,0.4,0.8,2.3,4.7
3959,Leonard Taylor,Career,,,NBA,,10,0,3.7,0.0,0.6,.000,0.0,0.1,.000,0.0,0.5,.000,.000,1.1,1.6,.688,0.4,0.8,1.2,0.1,0.0,0.0,0.5,0.4,1.1
3960,Maurice Taylor,Career,,,NBA,,534,227,25.0,4.6,9.9,.466,0.0,0.1,.152,4.6,9.9,.468,.467,1.8,2.5,.711,1.5,3.1,4.6,1.2,0.5,0.5,1.8,3.0,11.0
3961,Mike Taylor,Career,,,NBA,,51,5,15.1,2.2,5.2,.412,0.3,0.8,.325,1.9,4.5,.427,.436,1.1,1.6,.691,0.4,1.3,1.7,2.1,0.7,0.0,1.4,1.6,5.7
3962,Oliver Taylor,Career,,,ABA,,262,,23.5,3.4,7.4,.456,0.1,0.3,.234,3.3,7.1,.465,.460,2.9,4.2,.683,1.6,2.5,4.2,2.4,0.6,0.2,2.2,2.7,9.7
3964,Tyshawn Taylor,Career,,,NBA,,61,3,8.0,1.0,2.9,.354,0.1,0.4,.360,0.9,2.5,.353,.379,0.6,0.9,.684,0.1,0.5,0.5,0.9,0.4,0.0,0.9,0.9,2.9
3965,Vince Taylor,Career,,,NBA,,31,0,10.4,1.2,3.3,.363,0.0,0.0,,1.2,3.3,.363,.363,0.7,1.0,.656,0.6,0.5,1.2,1.3,0.6,0.1,1.0,1.7,3.1
3966,Terry Teagle,Career,,,NBA,,687,193,21.1,4.8,10.3,.465,0.0,0.2,.210,4.8,10.1,.470,.467,2.0,2.5,.792,1.1,1.6,2.6,1.4,0.8,0.2,1.5,2.2,11.6
3967,Jeff Teague,Career,,,NBA,,655,520,27.5,4.5,10.1,.447,0.9,2.5,.358,3.6,7.6,.476,.490,2.8,3.3,.842,0.3,2.1,2.5,5.6,1.2,0.3,2.3,1.9,12.7
3968,Marquis Teague,Career,,,NBA,,88,3,9.5,0.9,2.6,.349,0.1,0.5,.220,0.8,2.2,.377,.369,0.4,0.6,.686,0.0,0.9,1.0,1.4,0.2,0.1,0.8,1.1,2.3
3969,Mirza Teletovic,Career,,,NBA,,324,14,17.8,2.9,7.1,.406,1.7,4.5,.371,1.2,2.5,.468,.524,0.7,1.0,.755,0.6,2.6,3.2,0.8,0.3,0.3,0.8,1.7,8.1
3970,Sebastian Telfair,Career,,,NBA,,564,193,21.5,2.7,7.0,.390,0.6,2.0,.319,2.1,5.0,.419,.436,1.3,1.7,.777,0.3,1.3,1.6,3.5,0.7,0.1,1.5,2.1,7.4
3971,Collis Temple,Career,,,ABA,,24,,4.3,0.7,1.7,.415,0.0,0.0,.000,0.7,1.7,.425,.415,0.3,0.4,.800,0.6,0.7,1.3,0.6,0.2,0.2,0.5,1.2,1.8
3972,Garrett Temple,Career,,,NBA,,430,156,19.0,2.0,4.9,.404,0.8,2.2,.353,1.2,2.7,.446,.484,0.8,1.1,.718,0.4,1.6,2.0,1.7,0.8,0.3,0.9,1.8,5.5
3973,Milos Teodosic,Career,,,NBA,,32,28,25.0,3.3,8.3,.402,2.0,5.4,.364,1.3,2.8,.473,.521,0.7,0.8,.880,0.5,2.6,3.1,5.0,0.6,0.1,2.3,2.3,9.3
3975,Carlos Terry,Career,,,NBA,,94,3,11.5,1.3,3.0,.434,0.0,0.1,.000,1.3,2.9,.452,.434,0.4,0.6,.672,0.8,1.6,2.4,1.3,0.6,0.3,0.9,1.7,3.0
3976,Chuck Terry,Career,,,TOT,,341,,14.8,1.7,3.9,.419,0.0,0.2,.323,1.6,3.9,.421,.422,0.5,0.6,.775,0.9,1.6,2.4,0.8,0.6,0.1,0.4,1.9,3.8
3977,Claude Terry,Career,,,TOT,,349,,12.3,2.2,4.8,.468,0.2,0.5,.338,2.1,4.4,.480,.483,0.9,1.2,.785,0.5,0.9,1.4,1.3,0.4,0.0,1.0,1.2,5.5
3978,Jason Terry,Career,,,NBA,,1390,676,29.9,5.0,11.2,.444,1.6,4.3,.380,3.3,6.9,.484,.517,2.0,2.4,.845,0.4,2.0,2.3,3.9,1.1,0.2,1.7,1.8,13.5
3979,Hasheem Thabeet,Career,,,NBA,,224,20,10.5,0.8,1.4,.567,0.0,0.0,,0.8,1.4,.567,.567,0.5,0.9,.578,0.9,1.8,2.7,0.1,0.3,0.8,0.5,2.0,2.2
3982,Daniel Theis,Career,,,NBA,,60,3,14.8,2.0,3.8,.540,0.3,0.9,.321,1.7,2.8,.612,.580,1.0,1.3,.756,1.5,2.9,4.4,0.9,0.5,0.8,0.9,2.5,5.4
3983,Reggie Theus,Career,,,NBA,,1026,743,33.7,6.9,14.6,.471,0.3,1.0,.252,6.6,13.7,.486,.479,4.5,5.5,.826,1.2,2.1,3.3,6.3,1.2,0.2,3.4,2.9,18.5
3984,Peter Thibeaux,Career,,,NBA,,93,9,10.7,2.1,4.6,.453,0.0,0.1,.286,2.1,4.5,.456,.456,0.8,1.2,.626,0.6,0.9,1.5,0.5,0.4,0.3,0.8,1.8,5.0
3986,Justus Thigpen,Career,,,TOT,,22,,7.2,1.3,3.6,.367,0.0,0.0,,1.3,3.6,.367,.367,0.0,0.1,.333,1.3,1.0,0.8,0.5,0.0,0.0,0.3,1.5,2.7
3987,David Thirdkill,Career,,,NBA,,179,5,8.2,1.1,2.3,.457,0.0,0.1,.091,1.1,2.3,.467,.458,0.7,1.3,.565,0.4,0.7,1.2,0.5,0.3,0.1,0.6,1.3,2.8
3988,Adonis Thomas,Career,,,NBA,,6,1,6.2,1.0,2.3,.429,0.2,0.8,.200,0.8,1.5,.556,.464,0.2,0.2,1.000,0.0,0.5,0.5,0.5,0.0,0.0,0.2,1.0,2.3
3989,Billy Thomas,Career,,,NBA,,53,0,10.0,1.0,2.8,.338,0.6,1.9,.304,0.4,0.9,.408,.440,0.2,0.2,.846,0.2,0.8,1.0,0.5,0.5,0.0,0.4,1.0,2.7
3990,Carl Thomas,Career,,,NBA,,63,0,8.5,1.1,2.8,.398,0.4,1.2,.315,0.7,1.6,.456,.463,0.3,0.4,.643,0.2,0.7,1.0,0.4,0.4,0.1,0.4,0.8,2.9
3991,Charles Thomas,Career,,,NBA,,36,0,4.3,0.5,1.4,.353,0.1,0.5,.118,0.4,0.9,.471,.373,0.3,0.4,.667,0.2,0.4,0.6,0.6,0.1,0.0,0.5,0.6,1.3
3992,Etan Thomas,Career,,,NBA,,409,74,17.3,2.2,4.2,.513,0.0,0.0,,2.2,4.2,.513,.513,1.4,2.3,.603,1.7,3.1,4.7,0.4,0.3,1.0,0.9,2.2,5.7
3993,Irving Thomas,Career,,,NBA,,26,0,4.2,0.7,1.9,.340,0.0,0.0,,0.7,1.9,.340,.340,0.5,0.8,.571,0.5,0.7,1.2,0.4,0.2,0.0,0.5,0.9,1.8
3994,Isaiah Thomas,Career,,,NBA,,463,323,29.8,6.1,13.9,.441,2.0,5.4,.363,4.2,8.5,.490,.511,4.8,5.4,.876,0.6,2.0,2.6,5.1,1.0,0.1,2.4,2.2,18.9
3995,Isiah Thomas,Career,,,NBA,,979,971,36.3,7.3,16.2,.452,0.4,1.4,.290,6.9,14.8,.468,.465,4.1,5.4,.759,1.0,2.6,3.6,9.3,1.9,0.3,3.8,3.0,19.2
3996,Jamel Thomas,Career,,,NBA,,12,0,8.5,1.2,3.1,.378,0.1,0.5,.167,1.1,2.6,.419,.392,0.1,0.1,1.000,0.4,0.8,1.2,0.5,0.3,0.0,0.9,0.7,2.5
3997,James Thomas,Career,,,NBA,,33,2,8.1,0.7,1.2,.564,0.0,0.0,,0.7,1.2,.564,.564,0.3,0.6,.500,0.9,1.4,2.3,0.2,0.1,0.2,0.4,1.5,1.6
3998,Jim Thomas,Career,,,NBA,,161,67,20.9,3.4,7.1,.471,0.1,0.3,.170,3.3,6.8,.486,.475,1.6,2.1,.763,0.8,1.8,2.6,2.3,0.9,0.1,1.3,2.0,8.4
4000,John Thomas,Career,,,NBA,,208,27,10.8,1.1,2.1,.502,0.0,0.0,.000,1.1,2.1,.505,.502,0.5,0.9,.591,1.0,1.1,2.1,0.3,0.3,0.2,0.5,1.8,2.7
4001,Kenny Thomas,Career,,,NBA,,632,406,27.4,3.7,7.9,.465,0.1,0.4,.244,3.6,7.5,.476,.471,1.9,2.7,.699,2.3,4.6,6.9,1.5,0.8,0.4,1.7,2.5,9.3
4002,Kurt Thomas,Career,,,NBA,,1110,650,24.5,3.5,7.1,.486,0.0,0.0,.281,3.4,7.1,.487,.487,1.2,1.5,.760,1.7,4.9,6.6,1.1,0.7,0.8,1.1,3.2,8.1
4003,Lance Thomas,Career,,,NBA,,333,98,18.6,1.9,4.6,.423,0.4,0.9,.405,1.5,3.6,.428,.465,1.1,1.3,.802,0.8,1.8,2.6,0.7,0.4,0.1,0.7,1.7,5.3
4004,Malcolm Thomas,Career,,,NBA,,40,0,8.2,0.8,1.7,.435,0.0,0.3,.091,0.7,1.5,.500,.442,0.4,0.6,.600,0.7,1.7,2.4,0.4,0.2,0.2,0.6,0.8,1.9
4005,Ronald Thomas,Career,,,ABA,,264,,12.5,1.7,3.6,.468,0.0,0.1,.214,1.7,3.5,.472,.470,0.6,1.2,.536,1.7,2.4,4.1,0.8,0.7,0.2,0.9,2.0,4.0
4007,Tim Thomas,Career,,,NBA,,824,408,25.9,4.2,9.6,.437,1.2,3.2,.369,3.0,6.4,.470,.497,1.9,2.5,.758,1.0,3.1,4.1,1.5,0.7,0.4,1.5,2.7,11.5
4008,Tyrus Thomas,Career,,,NBA,,402,129,19.7,2.9,6.5,.438,0.0,0.1,.235,2.8,6.4,.440,.439,2.0,2.7,.732,1.4,3.5,4.8,0.9,0.8,1.3,1.3,2.5,7.7
4010,Trey Thompkins,Career,,,NBA,,24,0,5.0,1.0,2.5,.393,0.2,0.5,.308,0.8,2.0,.417,.426,0.2,0.3,.714,0.2,0.8,1.0,0.1,0.1,0.1,0.3,0.4,2.4
4011,Bernard Thompson,Career,,,NBA,,204,29,14.4,2.0,4.6,.439,0.0,0.1,.000,2.0,4.5,.447,.439,1.3,1.6,.789,0.8,0.9,1.7,1.3,0.6,0.1,0.9,1.9,5.3
